,text,waktu,jumlah kata,jam,label
6084,maksud tuh gin lho mbak klo mahasiswa kayak gitu ngga disiplin prokes jadi bikin dosen ragu buat ngelaksanain kuliah offline itu dah bawa akun pak ganjar mbak jadi misal polines mau ngadain kuloff malah bikin masyarakat umum khawatir hehe,2021-07-03 01:48:00+00:00,39,pagi,0
6085,unsr semester depan kito jadi kuliah offline dak,2021-07-03 01:35:05+00:00,8,pagi,0
6086,jadi kapan kuliah offline pgn interaksi langsung dosen tmn tuhan,2021-07-03 01:32:50+00:00,10,pagi,0
6087,kayak alamat resmi gak bakal kuliah offline kondisi pandemi makin buruk ppkm darurat laku big props nakes kelen jaga sehat,2021-07-03 01:23:40+00:00,20,pagi,0
6090,kalo ganggu bisa ajar dgn suasana tenang pergi aja tempat tiap mau daring bener kaya kuliah offline gitu ngampus tiap mata kuliah ini beda kamu pilih tempat suka misal pustaka cafe kampus kalau kampus satu kota hehe,2021-07-03 00:05:45+00:00,37,pagi,0
6091,sumpah bakal kangen masa sklh inget nge trend skrg kau tak kunjung lamar panjang masa kuliah woy rasa mau sklh mulu nya pdhl mau lulus wkwk guys nikmatin aja bakal rindu dulu offline online semenjak covid tau lulus,2021-07-02 23:54:56+00:00,38,malam,0
6092,iya pernah adjksjsk pas dulu kuliah offline jogja tuh biasa indom parkir toko makek buku gitu kata univ bla bla bla buat donasi bla bla bla kasih buku kecil kata dapet voucher donasi gak seiklasnya anjj,2021-07-02 23:50:50+00:00,36,malam,0
6093,keep mind kalo juta orang bahkan indonesia aja seluruh dunia sama sama kuliah offline nder ada sama,2021-07-02 23:08:27+00:00,17,malam,0
6094,nasib maba ingin sekali rasa kuliah offline kampus luar kota awal ospek sampe smt kuliah online tugas gaada abis sampe muak terus udah info kuliah offline sep kata ppkm mikro jadi ambigu kuliah offlinenya,2021-07-02 22:20:42+00:00,34,malam,0
6095,klo aku pernah kuliah offline smt smt cuma sampe maret awal aku denial kok bljr online aku ajar adaptasi ada krn misal dpt rejeki kerja kan bakal adaptable ada mungkin ubah ubah,2021-07-02 21:57:43+00:00,32,malam,0
6096,drama korona abis ampe episode berapa gue mau kuliah offline woy,2021-07-02 20:02:17+00:00,11,malam,0
6097,kalo kantin sih gue lupa gegara taun kuliah offline,2021-07-02 19:56:25+00:00,9,malam,0
6098,aahh gua butuh kehidupaan gabisa apa september kuliah offline,2021-07-02 19:09:31+00:00,9,malam,0
6099,uang kuliah offline,2021-07-02 18:19:28+00:00,3,malam,0
6101,jujur pen kuliah offline,2021-07-02 18:14:28+00:00,4,malam,0
6102,spill satu momen kalian kangenin kuliah offline duduk belakang multitasking ngelaprak nyambil nyatet,2021-07-02 17:51:42+00:00,13,malam,0
6103,ngerasain kuliah offline hehe,2021-07-02 17:49:27+00:00,4,malam,0
6104,spill satu momen kalian kangenin kuliah offline duduk belakang multitasking ngelaprak nyambil nyatet materi,2021-07-02 17:46:50+00:00,14,malam,0
6105,sabar kuliah offline kpn,2021-07-02 17:32:05+00:00,4,malam,0
6106,pas kuliah offline walaupun jam lebih rumah kampus kalo macet pulang jam anjer tuh gue nikmatin jalan walaupun sering ngedumel klo macet bgt pas demo tahun tuh gilaa anjer macet jam,2021-07-02 17:10:00+00:00,31,malam,0
6107,udah selesai uas selamaatt buat atau sedang uas semangatt apa sihh yang paling kalian kangenin kuliah offline,2021-07-02 16:57:31+00:00,17,siang,0
6108,gaboleh males mungkin kuliah offline akhir corona serang,2021-07-02 16:48:52+00:00,8,siang,0
6109,jabidetabek kalau udah kuliah offline wkwkwkwk,2021-07-02 16:47:23+00:00,6,siang,0
6110,rem byebye kuliah offline,2021-07-02 16:26:42+00:00,4,siang,0
6111,aku orang bandung kuliah bandung ngekos walaupun offline nya sih,2021-07-02 16:19:42+00:00,10,siang,0
6112,aku kangen kuliah offline,2021-07-02 16:14:18+00:00,4,siang,0
6113,kalo kuliah offline lambung paru paru nya udh kacau sih,2021-07-02 15:53:29+00:00,10,siang,0
6115,sumpah kgn bgts suasana kuliah offline sampe urg wisuda online nya gera daa urg lulus mah balik offline gppa smg lekas baik ada huhu,2021-07-02 15:52:14+00:00,24,siang,0
6116,smg agustus kasus covid turun kampus buka jadi mulai smstr awal kuliah daring aamiin ken kuliah offline biar balik solo terus lepas rindu makan makan,2021-07-02 15:49:31+00:00,25,siang,0
6117,kuliah online goblok kuliah offline pancet goblok ayowes goblok blok blokk sama,2021-07-02 15:44:29+00:00,12,siang,0
6118,pantesan kuliah gak offline offline anjing nyata model manusia kayak gin,2021-07-02 15:42:29+00:00,11,siang,0
6119,kuliah ampe malem tuh seru banget kalo offline sayang online mulu,2021-07-02 15:29:53+00:00,11,siang,0
6120,ohh aku inget deh satu rombong serta emang tinggal gegara nyasar pas hari pertama datang bahkan kan aku akhir bawa barang pake mobil datang telah wkwkwk asli dah aja drama kuliah offline,2021-07-02 15:27:45+00:00,32,siang,0
6121,dah plislah gua mau kuliah offline biar gua bnr bnr paham materi praktikum gampang mau main gapake masker gabisa apa maksud gausah encourage org buat makin percaya covid tuh,2021-07-02 15:23:29+00:00,29,siang,0
6122,yes bahkan blm rasain kuliah offline,2021-07-02 15:23:08+00:00,6,siang,0
6123,bismillah ntar pas kuliah offline,2021-07-02 15:22:49+00:00,5,siang,0
6124,pls aku mau ppsmb offlinee pgn ngrasain kuliah offline lulus huhuu,2021-07-02 15:04:49+00:00,11,siang,0
6125,kalo kuliah offline aku plat tauu,2021-07-02 14:58:29+00:00,6,siang,0
6126,coba omongin ortu msal kyk biaya kuliah trs biaya klo kmungkinan kuliah offline nnt uang kosan biaya hidup biaya transport inti sih ttp diskusi dulu sih sma ortu nder cmiiw,2021-07-02 14:55:36+00:00,30,siang,0
6127,nih klo kuliah offline mau jadi murid deh biar nge deco bagus kaya gitu,2021-07-02 14:52:47+00:00,14,siang,0
6128,kuliah offline jadi gue mau decor kamar kalo cuma semester trus offline mending decor kos gue,2021-07-02 14:48:44+00:00,16,siang,0
6129,aisia aing egk kuliah offline jdi batam semesterr,2021-07-02 14:48:20+00:00,8,siang,0
6130,smoga cov cpt ilang biar aku bsa kuliah offline,2021-07-02 14:33:44+00:00,9,siang,0
6131,dallas selasar gedung landas hmd mujur gedung bsm herba tempat ngumpul ngumpul pas kuliah offline semua,2021-07-02 14:21:20+00:00,16,siang,0
6132,dear smt ada harap kuliah offline ada harap temu sama temen temen ada harap ngerjain skripsi bareng temen temen ada harap wisuda offline entah moga bisa apa harap,2021-07-02 14:06:24+00:00,28,siang,0
6133,heh nunggu kuliah offline,2021-07-02 14:04:36+00:00,4,siang,0
6134,kuliah online langsung sampe aku wisuda makin pesimis dlm waktu dekat offline,2021-07-02 14:04:18+00:00,12,siang,0
6135,makin lihat hilal nya kuliah offline,2021-07-02 14:02:16+00:00,6,siang,0
6136,kalo kerja partime biasa susah atur waktu klo pgn aktif organisasi kampus kuliah offline klo online lama pandemi gin sih,2021-07-02 14:00:15+00:00,20,siang,0
6137,harap banget semester depan kuliah offline,2021-07-02 13:57:13+00:00,6,siang,0
6138,kapan kuliah offline kopit anjeng,2021-07-02 13:52:45+00:00,5,siang,0
6139,yapp ganti tropipedia langgan jaman kuliah offline hehe,2021-07-02 13:44:39+00:00,8,siang,0
6140,padahal udah bahagia hari kuliah offline pulang senja kena ppkm darurat ppkmdaruratitusolusi,2021-07-02 13:39:48+00:00,12,siang,0
6141,jadi ken kuliah offline,2021-07-02 13:38:34+00:00,4,siang,0
6142,baik tugas kuliah banyak bgt praktek offline hybrid online bikin cape bgt pen nyerah gmn,2021-07-02 13:34:16+00:00,15,siang,0
6143,tadi ken banget kuliah offline telah ngerti ada sekarang gimana mikir kek sekarang lebih baik online keluar rumah buat indoapril ajaa sekarang mikir mikir dulu,2021-07-02 13:28:53+00:00,25,siang,0
6144,dosen jwb boy angkat tgn dosen silah boy cek suara kedengeran,2021-07-02 13:28:31+00:00,11,siang,0
6145,apa kuliah offline deh udh pusing bgt kuliah online asli,2021-07-02 13:24:22+00:00,10,siang,0
6146,allah moga ayah allah moga kuliah offline allah,2021-07-02 13:24:14+00:00,8,siang,0
6147,true kuliah online keluar besar kuliah offline udah bayar uang kos transport makan bayar pake mental health,2021-07-02 13:23:32+00:00,17,siang,0
6148,yaallah butuh hibur pls kuliah offline,2021-07-02 13:21:14+00:00,6,siang,0
6149,bukan batal rencana kuliah offline nya,2021-07-02 13:12:45+00:00,6,siang,0
6150,mff gpernah kuliah offline,2021-07-02 13:10:52+00:00,4,siang,0
6151,kalo kuliah offline ayo main,2021-07-02 13:08:46+00:00,5,siang,0
6152,sebenenya kuliah offline gksih digantungin bgt,2021-07-02 12:50:42+00:00,6,siang,0
6153,iya bener kata mama sekarang sering sakit lebih banyak rebah gak banyak gerak banding kuliah offline sibuk sana sini,2021-07-02 12:41:48+00:00,19,siang,0
6154,kuliah offline nya kapan sih,2021-07-02 12:41:08+00:00,5,siang,0
6155,serius kangen pas kuliah offline tiap hari berangkat subuh baru sampe rumah paling cepet abis isya kadang keujanan malemnya jam ngerjain tugas sampe pagi sehat sehat aja masyaallah sekarang lebih banyak aktivitas rumah malah sering drop,2021-07-02 12:29:43+00:00,36,siang,0
6156,sebenernya kuliah online sepait dah orang pada ken buru buru offline yak lagi keadaanya kan mungkin buat offline gitu,2021-07-02 12:16:31+00:00,19,siang,0
6157,kek bakal kuliah offline hft,2021-07-02 12:15:20+00:00,5,siang,0
6158,punten pis mahasiswa kangen offline buat mahasiswa tanya kapan kuliah hybridnya kak kapan kuliah hybridnya kang teteh punten pis bukan staff rektorat jadi tunggu aja nya resmi anjim banyak tanya pis,2021-07-02 12:12:15+00:00,31,siang,0
6159,mau cepet cepet kuliah offline ada sibuk luar rumah capek mental lama lama rumah,2021-07-02 12:09:10+00:00,14,siang,0
6160,kalau semester kuliah offline gue fix nukang sih bengkel,2021-07-02 11:58:42+00:00,9,siang,0
6161,yawllah kapan kuliah offline pen ngrasain uwu uwu pas kuliah kaya film film,2021-07-02 11:53:33+00:00,13,siang,0
6163,terus tahun kemarin aku selalu bayangin jadi maba kuliah offline ketemu sama rei goals sama waktu wkwk,2021-07-02 11:37:15+00:00,17,siang,0
6164,gue kangen dapet duit jajan minggu minggu pas kuliah offline wkwk asli gue uang segitu beli telor empat buat hari wkwkw,2021-07-02 11:29:31+00:00,21,siang,0
6165,tambah bgt nder aku sempet kuliah offline bentar beberapa bulan lalu sibuk kuliah ngerjain tugas kumpul organisasi,2021-07-02 11:28:24+00:00,17,siang,0
6166,dirmh dimarahin keluar dimrhin wis paling penak gek offline kuliah,2021-07-02 11:23:10+00:00,10,siang,0
6167,corona kuliah offline,2021-07-02 11:11:59+00:00,3,siang,0
6168,bapak gua aneh bgt gua kan blg gua kan emg angkat tlpn trs ngmg waktu suruh ganti gamau kapan anjingg gua tanyaa asa nawarin doang trs blg aja kalo mau kuliah offline,2021-07-02 11:01:02+00:00,32,siang,0
6169,sbnrnya enak masuk panitia seru aja ngurus acara lama jadi inti koor wkwk hari akhir panitia seru lama kuliah krn baru dpt offline,2021-07-02 10:43:43+00:00,23,siang,0
6170,aamiinn moga cepet kuliah offline nikmat aja libur dulu,2021-07-02 10:14:05+00:00,9,siang,0
6171,udh pgn kuliah offline bgt yaampoon udah mau smt tau denah kampus,2021-07-02 10:13:42+00:00,12,siang,0
6172,moga offline join organisasi ikut pkm lolos lomba nyelesaiin jurnal jurnal nemu dosen seru ajak diskusi luar matkul materi kuliah mashook kurang detail kagak,2021-07-02 10:03:18+00:00,24,siang,0
6173,kesel sama percaya kopit pls lah ajg bego kantongin dulu ikutin prokesnya tau sii gue pen rasain kuliah offline gue awal masuk bom pernah ngerasain ngampus kira enak kagak anjir,2021-07-02 09:57:33+00:00,30,siang,0
6174,kalian kuliah udah tanda tanda mau offline kapan,2021-07-02 09:41:32+00:00,8,siang,0
6175,blm nunggu pas kuliah offline dlu,2021-07-02 09:33:09+00:00,6,siang,0
6176,ken ngerasain kuliah offline biar pulang malem,2021-07-02 09:26:18+00:00,7,siang,0
6177,ken cepet cepett kuliah offline cepet soloo nyari suasanaa baru mending capek pikir karna mikir kuliah sama butuh sana capek pikir bagai sini,2021-07-02 09:07:27+00:00,23,siang,0
6179,dong fren gatau gimana agustus besok kuliah kalau beneran offline,2021-07-02 08:54:28+00:00,10,pagi,0
6180,ntar kalo kuliah offline kaya asik gaada kenal gue,2021-07-02 08:49:08+00:00,9,pagi,0
6181,plis sembuh bom nonton konser offline day woi kuliah jga bom kelar hikd,2021-07-02 08:39:58+00:00,13,pagi,0
6182,gakebayang kuliah offline sama esha,2021-07-02 08:33:32+00:00,5,pagi,0
6183,sumpah takut bgt kalo udh kuliah offline tau ngerti apa apa,2021-07-02 08:21:17+00:00,11,pagi,0
6186,emg enak bangett dulu pas kuliah offline selalu nyetok buat bawa kampus,2021-07-02 07:43:32+00:00,12,pagi,0
6187,pliss lah bagi masuk kuliah mah offline atuhh,2021-07-02 07:39:01+00:00,8,pagi,0
6188,biznet dukung kulia offline kaya karna errornya kalo kuliah doang,2021-07-02 07:31:37+00:00,10,pagi,0
6189,libur kuliah tengah tahun emang lamaa sampe bosen offline mei malah,2021-07-02 07:30:07+00:00,11,pagi,0
6190,kasihan banget maba kmarin sempat harap kuliah offline tahun dua nya harap mulai pudar ada lonjak pandemi,2021-07-02 07:21:59+00:00,17,pagi,0
6191,terus sendiri koar koar kuliah kapan offline sih tiap mau offline isu rame ini konspirasi,2021-07-02 07:19:49+00:00,15,pagi,0
6192,emang kuliah skrg udah offline kak,2021-07-02 07:09:38+00:00,6,pagi,0
6193,kapan kuliah offline deh,2021-07-02 06:56:28+00:00,4,pagi,0
6194,doa harap pribadi moga bisnis aku jalan kembang sukses depan bahagiain mama almarhum papa keluarga harap buat semua moga corona cepet selesai biar kuliah kerja belanja offline kumpul jugaa,2021-07-02 06:45:19+00:00,29,pagi,0
6195,ppkm bener cuma minggu doang usah panjang cang ken kuliah offline mati aja sekolah vokasi online,2021-07-02 06:31:12+00:00,16,pagi,0
6196,info kuliah offline,2021-07-02 06:20:45+00:00,3,pagi,0
6199,kuliah gajadi offline nih kosan sepi ajg angsur gimana dong,2021-07-02 05:35:08+00:00,10,pagi,0
6200,waawa waa thamk youu gioo kabar laah kalo udah kuliah offline kampuss,2021-07-02 05:34:17+00:00,12,pagi,0
6201,makasih banyak udh niat bagi tengah pandemi apalagi didik moga semua cepet kuliah offline mangatz mangatz,2021-07-02 05:27:50+00:00,16,pagi,0
6202,gagal aku kuliah offline,2021-07-02 05:26:57+00:00,4,pagi,0
6203,kok orang kuliah bareng sith waktu offline,2021-07-02 05:24:48+00:00,7,pagi,0
6204,mana koo beda provinsi rumah ketemu waktu satu jurus pas kuliah offline malang sekarang aku udh pindah kampus trus sekarang kuliah online jadi yaa rumah masing ldr,2021-07-02 05:23:12+00:00,27,pagi,0
6205,walaupun sangat harap bisa kuliah offline utk giat satu moga online telah selesai baru offline gitu,2021-07-02 05:22:28+00:00,16,pagi,0
6206,jangan cyber kak irl aja nyebar gampang banget sebar foto gitu tongkrong cowok tuh cepet banget kalau cowok tipe slengekan betul tempat aku nugas pas kuliah offline jadi tempat nongkrong anak anak cowok jurus nongkrongnya sampe,2021-07-02 05:09:03+00:00,36,pagi,0
6207,ngeliat arsip cerita tahun jadi kangen kuliah offline giat kampus sama giat lain tanpa khawatir sekitar moga bumi cepat pulih,2021-07-02 05:01:44+00:00,20,pagi,0
6208,kuliah offline undur teross mana udah stay jogja ahh anj,2021-07-02 05:01:10+00:00,10,pagi,0
6209,kira semester depan kuliah nya bakal offline apa online,2021-07-02 04:57:26+00:00,9,pagi,0
6210,kalo gua gimana prioritas ajasih kalo misal kuliah udh offline gak kerja jarak jauh ada tugas kuliah kan jangan buru ambil putus pikirin mateng duluu,2021-07-02 04:55:21+00:00,25,pagi,0
6211,buat kakak pernah ngerasain kuliah offline apa bikin kalian kangen unpad,2021-07-02 04:54:07+00:00,11,pagi,0
6212,sisihin buat bayar ukt sampe lulus trus tabungin buat amunisi duit pas kuliah offline kasi ibu buat tambah uang mecaru rumah dana punia,2021-07-02 04:36:49+00:00,23,pagi,0
6214,banyak uang covid cepetan ilang biar kuliah offline online,2021-07-02 04:30:40+00:00,9,pagi,0
6216,siang min mau tanya internet mati lampu indikator pon nyala warna merah kmaren malem sampe skarang segera bantu min soal buat kuliah offline,2021-07-02 04:11:21+00:00,23,pagi,0
6217,yak alias hantam terus aje kuliah offline,2021-07-02 04:06:58+00:00,7,pagi,0
6218,sungguh ppkm patah hati udah gapunya harap kuliah bakal offline cuman gak lucu aja kuliah gak pernah ngampus tbtb ntar wisuda,2021-07-02 04:02:31+00:00,21,pagi,0
6219,gajadi kuliah offline,2021-07-02 04:00:05+00:00,3,pagi,0
6220,kakak emang udh kuliah maksud offline,2021-07-02 03:53:29+00:00,6,pagi,0
6227,kangen kuliah offline kangen kuliah offline kangen kuliah offline,2021-07-02 03:17:09+00:00,9,pagi,0
6231,sjujurnya gue pusing suru nulis surat lamar tulis tangan akhir gue nulis kek taun lalu pas kuliah offline gue udah lupa cara nulis pake tangan,2021-07-02 03:05:24+00:00,25,pagi,0
6232,gue takutin kuliah offline pas gue udh semester tua anjrit,2021-07-02 02:58:13+00:00,10,pagi,0
6233,cariin kenal tentara aku gamau batal kuliah offline gara gara bom vaksin,2021-07-02 02:46:12+00:00,12,pagi,0
6234,semangat anak tunggu kuliah offline nya depok,2021-07-02 02:45:26+00:00,7,pagi,0
6235,ppkm mikro darurat gaboleh kuliah offline kalo kondangan kapasitas orang gapapa huft,2021-07-02 02:29:21+00:00,12,pagi,0
6239,kasi gangerasain seru kuliah offline,2021-07-02 01:34:35+00:00,5,pagi,0
6241,kuliah online tidur kuliah offline tidur bisa bgt kokk,2021-07-02 01:31:37+00:00,9,pagi,0
6243,waktu kuliah offline kalian biasa pake totebag beli dmn saranin toke oren dong,2021-07-02 01:29:06+00:00,13,pagi,0
6244,semarangnya nderr kalo udah kuliah offline terus nyata deket mau beli,2021-07-02 01:07:08+00:00,11,pagi,0
6245,fix cuma ngerasain kuliah offline tahun doang,2021-07-02 00:56:41+00:00,7,pagi,0
6247,kuliah offline tanda apa yaa tanda rencana kabur tunda xixi,2021-07-02 00:22:27+00:00,10,pagi,0
6248,tanggal gua daftar tanggal gua tes beasiswa langsung lulus tanggal daftar ulang tanggal alias hari udh mulai kuliah offline kek hahahihihahahhuhu lah gua skrg kuliah takud,2021-07-02 00:06:51+00:00,26,pagi,0
6249,yaa aku sering bgt mimpi kuliah offline pas bangun sedih cuma mimpi mikir kalo offline seperti udah gaakan sama kaya sblm panndemi,2021-07-01 23:29:06+00:00,22,malam,0
6250,iyaa aku bayangin kalo kuliah offline gmn dong,2021-07-01 23:15:29+00:00,8,malam,0
6251,kangen bgt warteg citarasa anjasmoro jaman sma kalo abis nonton konser mesti mampir makan kesitu sampe jaman kuliah offline pulang pasti mampir kesitu,2021-07-01 23:10:07+00:00,23,malam,0
6252,pandemi kaya gin kkn gimana asa tiap mau masuk kuliah mungkin offline kopidnya marah mulu aku lulus sarjana hukum covid,2021-07-01 21:20:55+00:00,20,malam,0
6253,ppkm darurat mulai juli rencana kuliah offline tidak jadi dong ada instruksi khusus mendikbud presiden,2021-07-01 21:13:21+00:00,15,malam,0
